number,post date,ex/eff date, title
42819,Mar-22-2018,Mar-23-2018,"TICC CAPITAL CORPORATION - NAME/SYMBOL/CUSIP CHANGE OPTION SYMBOL: TICC NEW SYMBOL: OXSQ"
42799,Mar-19-2018,Mar-20-2018,"BILL BARRETT CORPORATION - NAME/SYMBOL/CUSIP CHANGE OPTION SYMBOL: BBG NEW SYMBOL: HPR"
42796,Mar-19-2018,Mar-20-2018,"MULTIPLE FLEX POSITION CONSOLIDATIONS"
42774,Mar-14-2018,,"ACCELERATION OF EXPIRATIONS/MARCH 2018 EXPIRATION"
42766,Mar-12-2018,Mar-14-2018,"NQ MOBILE INC. - NAME/SYMBOL/CUSIP CHANGE FUTURES SYMBOL: NQ1D NEW SYMBOL: LKM1D"
42765,Mar-12-2018,Mar-14-2018,"NQ MOBILE INC. - NAME/SYMBOL/CUSIP CHANGE OPTION SYMBOL: NQ NEW SYMBOL: LKM"
42750,Mar-09-2018,Mar-12-2018,"LIBERTY VENTURES SERIES A - NAME/SYMBOL/CUSIP CHANGE OPTION SYMBOL: LVNTA NEW SYMBOL: GLIBA"
42732,Mar-07-2018,Mar-08-2018,"MULTIPLE FLEX POSITION CONSOLIDATIONS"
42714,Mar-02-2018,,"LIBERTY VENTURES SERIES A - ANTICIPATED NAME/SYMBOL/CUSIP CHANGE OPTION SYMBOL: LVNTA NEW SYMBOL: GLIBA"
42676,Feb-26-2018,Feb-27-2018,"MODUSLINK GLOBAL SOLUTIONS, INC. - NAME/SYMBOL/CUSIP CHANGE OPTION SYMBOL: MLNK NEW SYMBOL: STCN"
42675,Feb-26-2018,Feb-27-2018,"THE PRICELINE GROUP INC. - NAME/SYMBOL/CUSIP CHANGE FUTURES SYMBOLS: PCLN1D/PCLN1I/PCLN1J/PCLN1K/PCLN1L NEW SYMBOLS: BKNG1D/ BKNG1I/BKNG1J/BKNG1K/BKNG1L"
42674,Feb-26-2018,Feb-27-2018,"THE PRICELINE GROUP INC. - NAME/SYMBOL/CUSIP CHANGE OPTION SYMBOLS: PCLN/2PCLN NEW SYMBOLS: BKNG/2BKNG"
42672,Feb-26-2018,Feb-27-2018,"MULTIPLE FLEX POSITION CONSOLIDATIONS"
42648,Feb-20-2018,Feb-21-2018,"MULTIPLE FLEX POSITION CONSOLIDATIONS"
42639,Feb-16-2018,,"MEMORIAL PRODUCTION PARTNERS LP - CONTRACT ADJUSTMENT OPTION SYMBOL:  5/5/17 - MEMPQ remains MEMPQ 5/8/17 - MEMPQ becomes MEMP1 DATE:  5/5/17 * * * SETTLEMENT UPDATE* * *"
42623,Feb-14-2018,,"ACCELERATION OF EXPIRATIONS/FEBRUARY 2018 EXPIRATION"
42619,Feb-13-2018,Feb-14-2018,"AVIRAGEN THERAPEUTICS, INC. - REVERSE SPLIT AND NAME/SYMBOL/CUSIP CHANGE OPTION SYMBOL: AVIR NEW SYMBOL: VXRT1"
42603,Feb-12-2018,Feb-13-2018,"MULTIPLE FLEX POSITION CONSOLIDATIONS"
42586,Feb-07-2018,Feb-08-2018,"MULTIPLE FLEX POSITION CONSOLIDATIONS"
42562,Feb-02-2018,Feb-05-2018,"MULTIPLE FLEX POSITION CONSOLIDATIONS"
42511,Jan-23-2018,Jan-24-2018,"MULTIPLE FLEX POSITION CONSOLIDATIONS"
42505,Jan-22-2018,Jan-23-2018,"MULTIPLE FLEX POSITION CONSOLIDATIONS"
42490,Jan-17-2018,,"ACCELERATION OF EXPIRATIONS/JANUARY 2018 EXPIRATION"
42472,Jan-12-2018,Jan-16-2018,"VANTIV, INC. - NAME/SYMBOL/CUSIP CHANGE FUTURES SYMBOL: VNTV1D NEW SYMBOL: WP1D"
42471,Jan-12-2018,Jan-16-2018,"VANTIV, INC. - NAME/SYMBOL/CUSIP CHANGE OPTION SYMBOL: VNTV NEW SYMBOL: WP"
42463,Jan-11-2018,Jan-12-2018,"MULTIPLE FLEX POSITION CONSOLIDATIONS"
42455,Jan-09-2018,,"CAPELLA EDUCATION COMPANY - ANTICIPATED ADJUSTMENT OPTION SYMBOL: CPLA NEW SYMBOL: STRA1 FUTURES SYMBOL: CPLA1D  NEW SYMBOL: CPLA2D"
42453,Jan-09-2018,Jan-10-2018,"MULTIPLE FLEX POSITION CONSOLIDATIONS"
42446,Jan-08-2018,Jan-09-2018,"MULTIPLE FLEX POSITION CONSOLIDATIONS"
42442,Jan-05-2018,Jan-08-2018,"PEREGRINE PHARMACEUTICALS INC. - NAME/SYMBOL/CUSIP CHANGE OPTION SYMBOLS: PPHM/PPHM1 NEW SYMBOLS: CDMO/CDMO1"
42441,Jan-05-2018,Jan-08-2018,"INC RESEARCH HOLDINGS, INC. - NAME/SYMBOL/CUSIP CHANGE OPTION SYMBOL: INCR NEW SYMBOL: SYNH"
42440,Jan-05-2018,Jan-08-2018,"FORM HOLDINGS CORPORATION - NAME/SYMBOL/CUSIP CHANGE OPTION SYMBOL: FH NEW SYMBOL: XSPA"
42435,Jan-04-2018,Jan-05-2018,"INOTEK PHARMACEUTICALS CORPORATION - REVERSE SPLIT AND NAME/SYMBOL/CUSIP CHANGE OPTION SYMBOL: ITEK NEW SYMBOL: RCKT1"
42427,Jan-03-2018,Jan-04-2018,"CONE MIDSTREAM PARTNERS LP - NAME/SYMBOL/CUSIP CHANGE OPTION SYMBOL: CNNX NEW SYMBOL: CNXM"
42426,Jan-03-2018,Jan-04-2018,"MULTIPLE FLEX POSITION CONSOLIDATIONS"
42419,Dec-29-2017,Jan-02-2018,"ADJUSTED GALENA BIOPHARMA, INC. - FURTHER ADJUSTMENT ADJUSTED OPTION SYMBOL: GALE1 NEW OPTION SYMBOL: SLS1"
42417,Dec-29-2017,Jan-02-2018,"GALENA BIOPHARMA, INC. - REVERSE SPLIT AND NAME/SYMBOL/CUSIP CHANGE OPTION SYMBOL: GALE NEW SYMBOL: SLS2"
42405,Dec-28-2017,Jan-02-2018,"HEALTHSOUTH CORPORATION - NAME/SYMBOL/CUSIP CHANGE FUTURES SYMBOL: HLS1D NEW SYMBOL: EHC1D"
42404,Dec-28-2017,Jan-02-2018,"HEALTHSOUTH CORPORATION - NAME/SYMBOL/CUSIP CHANGE OPTION SYMBOL: HLS NEW SYMBOL: EHC"
42384,Dec-21-2017,Dec-22-2017,"MULTIPLE FLEX POSITION CONSOLIDATIONS"
42377,Dec-20-2017,Dec-21-2017,"MULTIPLE FLEX POSITION CONSOLIDATIONS"
42369,Dec-19-2017,Dec-20-2017,"MULTIPLE FLEX POSITION CONSOLIDATIONS EFFECTIVE DATE: 12/20/17"
42363,Dec-18-2017,Dec-19-2017,"MULTIPLE FLEX POSITION CONSOLIDATIONS EFFECTIVE DATE: 12/19/2017"
42332,Dec-13-2017,,"ACCELERATION OF EXPIRATIONS/DECEMBER 2017 EXPIRATION"
42262,Dec-01-2017,Dec-04-2017,"MULTIPLE FLEX POSITION CONSOLIDATIONS EFFECTIVE DATE: 12/4/17"
42238,Nov-28-2017,Nov-29-2017,"SONUS NETWORKS, INC.  - NAME/SYMBOL/CUSIP CHANGE OPTION SYMBOLS: SONS/SONS1 NEW SYMBOLS: RBBN/RBBN1"
42232,Nov-27-2017,Dec-05-2017,"DELPHI AUTOMOTIVE PLC - DISTRIBUTION AND NAME/SYMBOL/CUSIP CHANGE OPTION SYMBOL:  DLPH NEW SYMBOL:  APTV1 FUTURES SYMBOL:  DLPH1D NEW SYMBOL:  APTV2D"
42205,Nov-21-2017,Nov-22-2017,"MULTIPLE FLEX POSITION CONSOLIDATIONS"
42199,Nov-20-2017,Nov-21-2017,"MULTIPLE FLEX POSITION CONSOLIDATIONS"
42190,Nov-17-2017,Nov-20-2017,"FIDELITY NATIONAL FINANCIAL, INC. - NAME/SYMBOL/CUSIP CHANGE OPTION SYMBOL: FNFV NEW SYMBOL: CNNE"
42156,Nov-15-2017,Nov-16-2017,"ALCOBRA LTD. - REVERSE SPLIT AND NAME/SYMBOL/CUSIP CHANGE OPTION SYMBOL: ADHD NEW SYMBOL: ARCT1 DATE: 11/16/17 * * * UPDATE * * *"
42153,Nov-15-2017,,"ACCELERATION OF EXPIRATIONS/NOVEMBER 2017 EXPIRATION"
42151,Nov-14-2017,,"ALCOBRA LTD. - ANTICIPATED REVERSE SPLIT AND NAME/SYMBOL/CUSIP CHANGE OPTION SYMBOL: ADHD NEW SYMBOL: ARCT1 DATE: ??? (not 11/15/17) * * * REVISED EFFECTIVE DATE* * *"
42150,Nov-14-2017,Nov-29-2017,"CONSOL ENERGY INC. - DISTRIBUTION AND NAME CHANGE OPTION SYMBOLS: CNX/2CNX NEW SYMBOLS: CNX1/2CNX1 FUTURES SYMBOL: CNX1D NEW SYMBOL: CNX2D"
42136,Nov-14-2017,Nov-15-2017,"MULTIPLE FLEX POSITION CONSOLIDATIONS"
42134,Nov-14-2017,Nov-15-2017,"QUINTILES IMS HOLDINGS, INC. - NAME/SYMBOL/CUSIP CHANGE FUTURES SYMBOL: Q1D NEW SYMBOL: IQV1D"
42133,Nov-14-2017,Nov-15-2017,"QUINTILES IMS HOLDINGS, INC. - NAME/SYMBOL/CUSIP CHANGE OPTION SYMBOL: Q NEW SYMBOL: IQV"
42131,Nov-13-2017,,"GREAT PLAINS ENERGY INCORPORATED - ANTICIPATED ADJUSTMENT OPTION SYMBOL: GXP NEW SYMBOL: ??? FUTURES SYMBOL: GXP1D NEW SYMBOL: GXP2D"
42123,Nov-13-2017,Nov-14-2017,"MULTIPLE FLEX POSITION CONSOLIDATIONS"
42114,Nov-09-2017,Nov-10-2017,"MULTIPLE FLEX POSITION CONSOLIDATIONS"
42085,Nov-03-2017,Nov-06-2017,"CEMPRA, INC. - REVERSE SPLIT AND NAME/SYMBOL/CUSIP CHANGE OPTION SYMBOL: CEMP NEW SYMBOL: MLNT1"
42069,Oct-31-2017,Nov-01-2017,"SELECT COMFORT CORPORATION - NAME/SYMBOL/CUSIP CHANGE FUTURES SYMBOL: SCSS1D NEW SYMBOL: SNBR1D"
42068,Oct-31-2017,Nov-01-2017,"SELECT COMFORT CORPORATION - NAME/SYMBOL/CUSIP CHANGE OPTION SYMBOL: SCSS NEW SYMBOL: SNBR"
42043,Oct-25-2017,Oct-31-2017,"COACH, INC. - NAME/SYMBOL/CUSIP CHANGE FUTURES SYMBOL: COH1D NEW SYMBOL: TPR1D"
42042,Oct-25-2017,Oct-31-2017,"COACH, INC. - NAME/SYMBOL/CUSIP CHANGE OPTION SYMBOLS: COH/1COH NEW SYMBOLS: TPR/1TPR"
42037,Oct-23-2017,Oct-24-2017,"MULTIPLE FLEX POSITION CONSOLIDATIONS"
42017,Oct-18-2017,,"ACCELERATION OF EXPIRATIONS/OCTOBER 2017 EXPIRATION"
42011,Oct-17-2017,Oct-18-2017,"FIFTH STREET SENIOR FLOATING RATE CORPORATION - NAME/SYMBOL/CUSIP CHANGE OPTION SYMBOL: FSFR NEW SYMBOL: OCSI"
42010,Oct-17-2017,Oct-18-2017,"FIFTH STREET FINANCE CORPORATION - NAME/SYMBOL/CUSIP CHANGE FUTURES SYMBOL: FSC1D NEW SYMBOL: OCSL1D"
42009,Oct-17-2017,Oct-18-2017,"FIFTH STREET FINANCE CORPORATION - NAME/SYMBOL/CUSIP CHANGE OPTION SYMBOL: FSC NEW SYMBOL: OCSL"
41995,Oct-13-2017,Oct-16-2017,"SPDR S&P WORLD EX-US ETF - NAME/SYMBOL CHANGE OPTION SYMBOL: GWL NEW SYMBOL: SPDW"
41992,Oct-12-2017,Oct-16-2017,"SPDR BLOOMBERG BARCLAYS LONG TERM TREASURY ETF - 2 FOR 1 STOCK SPLIT AND NAME/SYMBOL CHANGE FUTURES SYMBOL: 10/16/17 - TLO1D remains TLO1D 10/17/17 - TLO1D becomes SPTL1D EX-DATE: 10/16/17 ***UPDATE***"
41988,Oct-12-2017,Oct-16-2017,"SPDR BLOOMBERG BARCLAYS LONG TERM CORPORATE BOND ETF - 3 FOR 2 STOCK SPLIT AND NAME/SYMBOL CHANGE FUTURES SYMBOL: LWC1D NEW SYMBOL: SPLB2D EX-DATE: 10/16/17 ***UPDATE***"
41987,Oct-12-2017,Oct-16-2017,"SPDR BLOOMBERG BARCLAYS INTERMEDIATE TERM CORPORATE BOND ETF - NAME/SYMBOL CHANGE FUTURES SYMBOL: ITR1D NEW SYMBOL: SPIB1D"
41986,Oct-12-2017,Oct-16-2017,"SPDR BLOOMBERG BARCLAYS SHORT TERM CORPORATE BOND ETF - NAME/SYMBOL CHANGE FUTURES SYMBOL: SCPB1D NEW SYMBOL: SPSB1D"
41954,Oct-06-2017,Oct-09-2017,"AUTOBYTEL INC. - NAME/SYMBOL/CUSIP CHANGE OPTION SYMBOL: ABTL NEW SYMBOL: AUTO"
41953,Oct-06-2017,Oct-10-2017,"ADJUSTED MACDONALD, DETTWILER AND ASSOCIATES LTD. - NAME/SYMBOL/CUSIP CHANGE OPTION SYMBOL: MDA1 NEW SYMBOL: MAXR1"
41943,Oct-05-2017,Oct-06-2017,"MULTIPLE FLEX POSITION CONSOLIDATIONS"
41911,Sep-29-2017,Oct-02-2017,"ADCARE HEALTH SYSTEMS, INC. - NAME/SYMBOL/CUSIP CHANGE OPTION SYMBOL: ADK NEW SYMBOL: RHE"
41907,Sep-28-2017,Oct-02-2017,"BLACK KNIGHT FINANCIAL SERVICES, INC. - NAME/SYMBOL/CUSIP CHANGE FUTURES SYMBOL: BKFS1D NEW SYMBOL: BKI1D"
41906,Sep-28-2017,Oct-02-2017,"BLACK KNIGHT FINANCIAL SERVICES, INC. - NAME/SYMBOL/ CUSIP CHANGE OPTION SYMBOLS: BKFS/2BKFS NEW SYMBOLS: BKI/2BKI"
41897,Sep-27-2017,Sep-28-2017,"MULTIPLE FLEX POSITION CONSOLIDATIONS"
41890,Sep-26-2017,,"ADCARE HEALTH SYSTEMS, INC. - ANTICIPATED NAME/SYMBOL/CUSIP CHANGE OPTION SYMBOL: ADK NEW SYMBOL: RHE"
41854,Sep-19-2017,Sep-20-2017,"MULTIPLE FLEX POSITION CONSOLIDATIONS"
41845,Sep-18-2017,Sep-19-2017,"MULTIPLE FLEX POSITION CONSOLIDATIONS"
41820,Sep-13-2017,,"ACCELERATION OF EXPIRATIONS/SEPTEMBER 2017 EXPIRATION"
41798,Sep-11-2017,Sep-12-2017,"MULTIPLE FLEX POSITION CONSOLIDATIONS"
41794,Sep-08-2017,Sep-11-2017,"SWIFT TRANSPORTATION COMPANY, INC. - REVERSE SPLIT AND NAME/SYMBOL/CUSIP CHANGE FUTURES SYMBOL: SWFT1D NEW SYMBOL: KNX2D"
41793,Sep-08-2017,Sep-11-2017,"SWIFT TRANSPORTATION COMPANY, INC. - REVERSE SPLIT AND NAME/SYMBOL/CUSIP CHANGE OPTION SYMBOL: SWFT NEW SYMBOL: KNX1"
41792,Sep-08-2017,,"SWIFT ENERGY COMPANY - CONTRACT ADJUSTMENT/OPTION SYMBOL CHANGE OPTION SYMBOL: 4/25/16 - SFYWQ remained SFYWQ 4/26/16 - SFYWQ became SFYW1 5/9/16 - SFYW1 became SWTF1 DATE: 4/25/16 * * *SETTLEMENT UPDATE* * *"
41784,Sep-06-2017,,"SWIFT TRANSPORTATION COMPANY, INC. - ANTICIPATED REVERSE SPLIT AND NAME/SYMBOL/CUSIP CHANGE FUTURES SYMBOL: SWFT1D NEW SYMBOL: KNX2D DATE: 09/11/17??? * * *CORRECTION* * *"
41777,Sep-06-2017,,"SWIFT TRANSPORTATION COMPANY, INC. - ANTICIPATED REVERSE SPLIT AND NAME/SYMBOL/CUSIP CHANGE OPTION SYMBOL: SWFT NEW SYMBOL: KNX1 DATE: 09/11/17??? * * *UPDATE* * *"
41753,Sep-01-2017,Sep-05-2017,"THE DOW CHEMICAL COMPANY - NAME/SYMBOL/CUSIP CHANGE FUTURES SYMBOLS: 9/1/17 - DOW1D remains DOW1D  9/5/17 - DOW1D becomes DWDP1D"
41752,Sep-01-2017,Sep-05-2017,"THE DOW CHEMICAL COMPANY - NAME/SYMBOL/CUSIP CHANGE OPTION SYMBOLS: 9/1/17 - DOW remains DOW 9/5/17 - DOW becomes DWDP 9/1/17 - 2DOW remains 2DOW 9/5/17 - 2DOW becomes 2DWDP"
41737,Aug-30-2017,Aug-31-2017,"MULTIPLE FLEX POSITION CONSOLIDATIONS"
41705,Aug-23-2017,Aug-24-2017,"MULTIPLE FLEX POSITION CONSOLIDATIONS"
41693,Aug-21-2017,Aug-22-2017,"MULTIPLE FLEX POSITION CONSOLIDATIONS"
41686,Aug-18-2017,,"THE DOW CHEMICAL COMPANY - ANTICIPATED NAME/SYMBOL/CUSIP CHANGE OPTION SYMBOLS: DOW/2DOW NEW SYMBOLS: DWDP/2DWDP"
41685,Aug-18-2017,,"THE DOW CHEMICAL COMPANY - ANTICIPATED NAME/SYMBOL/CUSIP CHANGE FUTURES SYMBOL: DOW1D NEW SYMBOL: DWDP1D"
41669,Aug-16-2017,,"ACCELERATION OF EXPIRATIONS/AUGUST 2017 EXPIRATION"
41657,Aug-11-2017,Aug-14-2017,"BLACK DIAMOND, INC. - NAME/SYMBOL/CUSIP CHANGE OPTION SYMBOL: BDE NEW SYMBOL: CLAR DATE: 08/14/17 * * *REPOST* * *"
41639,Aug-09-2017,Aug-10-2017,"MULTIPLE FLEX POSITION CONSOLIDATIONS"
41618,Aug-04-2017,Aug-07-2017,"FEMALE HEALTH COMPANY - NAME/SYMBOL/CUSIP CHANGE OPTION SYMBOL: FHCO NEW SYMBOL: VERU"
41606,Aug-02-2017,Aug-03-2017,"ONCOGENEX PHARMACEUTICALS, INC. - REVERSE SPLIT AND NAME/SYMBOL/CUSIP CHANGE OPTION SYMBOL: OGXI NEW SYMBOL: ACHV1"
41605,Aug-02-2017,Aug-03-2017,"SILVER STANDARD RESOURCES INC. - NAME/SYMBOL/CUSIP CHANGE FUTURES SYMBOL: SSRI1D NEW SYMBOL: SSRM1D"
41604,Aug-02-2017,Aug-03-2017,"SILVER STANDARD RESOURCES INC. - NAME/SYMBOL/CUSIP CHANGE OPTION SYMBOL: SSRI NEW SYMBOL: SSRM"
41596,Aug-01-2017,Aug-02-2017,"THRESHOLD PHARMACEUTICALS, INC. - REVERSE SPLIT AND NAME/SYMBOL/CUSIP CHANGE OPTION SYMBOL: THLD NEW SYMBOL: MTEM1"
41583,Jul-31-2017,Aug-01-2017,"AMAYA INC. - NAME/SYMBOL/CUSIP CHANGE OPTION SYMBOL: AYA NEW SYMBOL: TSG"
41577,Jul-28-2017,Aug-01-2017,"TESORO LOGISTICS LP - NAME/SYMBOL/CUSIP CHANGE OPTION SYMBOL: TLLP NEW SYMBOL: ANDX"
41576,Jul-28-2017,Aug-01-2017,"TESORO LOGISTICS LP - NAME/SYMBOL/CUSIP CHANGE FUTURES SYMBOL: TLLP1D NEW SYMBOL: ANDX1D"
41575,Jul-28-2017,Aug-01-2017,"TESORO CORPORATION - NAME/SYMBOL/CUSIP CHANGE OPTION SYMBOLS: TSO/2TSO/TSO1/TSO2 NEW SYMBOLS: ANDV/2ANDV/ANDV1/ANDV2"
41574,Jul-28-2017,Aug-01-2017,"TESORO CORPORATION - NAME/SYMBOL/CUSIP CHANGE FUTURES SYMBOL: TSO1D NEW SYMBOL: ANDV1D"
41568,Jul-28-2017,Jul-28-2017,"RIGHTSIDE GROUP, LTD. - CASH SETTLEMENT/ACCELERATION OF EXPIRATIONS OPTION SYMBOL: NAME"
41554,Jul-24-2017,Jul-25-2017,"MULTIPLE FLEX POSITION CONSOLIDATIONS EFFECTIVE DATE: 07/25/17"
41534,Jul-19-2017,Jul-20-2017,"CERULEAN PHARMA INC. - REVERSE SPLIT AND NAME/SYMBOL/CUSIP CHANGE OPTION SYMBOL: CERU NEW SYMBOL: DARE1"
41532,Jul-19-2017,,"ACCELERATION OF EXPIRATIONS/JULY 2017 EXPIRATION"
41523,Jul-18-2017,,"RIGHTSIDE GROUP, LTD. - TENDER OFFER OPTION SYMBOL: NAME"
41400,Jun-27-2017,Jun-28-2017,"LION BIOTECHNOLOGIES, INC. - NAME/SYMBOL/CUSIP CHANGE OPTION SYMBOL: LBIO NEW SYMBOL: IOVA"
41396,Jun-27-2017,Jun-29-2017,"PENN WEST PETROLEUM LTD. - NAME/SYMBOL/CUSIP CHANGE OPTION SYMBOLS: PWE/2PWE NEW SYMBOLS: OBE/2OBE"
41377,Jun-21-2017,,"MEMORIAL PRODUCTION PARTNERS LP - CONTRACT ADJUSTMENT OPTION SYMBOL: 5/5/17 - MEMPQ remains MEMPQ 5/8/17 - MEMPQ becomes MEMP1 DATE: 5/5/17 * * *UPDATE* * *"
41371,Jun-20-2017,Jun-21-2017,"MULTIPLE FLEX POSITION CONSOLIDATIONS"
41368,Jun-19-2017,Jun-20-2017,"MULTIPLE FLEX POSITION CONSOLIDATIONS"
41358,Jun-16-2017,Jun-19-2017,"YAHOO! INC. - NAME/SYMBOL/CUSIP CHANGE FUTURES SYMBOL: YHOO1D NEW SYMBOL: AABA1D"
41357,Jun-16-2017,Jun-19-2017,"YAHOO! INC. - NAME/SYMBOL/CUSIP CHANGE OPTION SYMBOL: YHOO NEW SYMBOL: AABA"
41332,Jun-14-2017,,"YAHOO! INC. - ANTICIPATED NAME/SYMBOL/CUSIP CHANGE OPTION SYMBOL: YHOO NEW SYMBOL: AABA"
41331,Jun-14-2017,,"YAHOO! INC. - ANTICIPATD NAME/SYMBOL/CUSIP CHANGE FUTURES SYMBOL: YHOO1D NEW SYMBOL: AABA1D"
41329,Jun-14-2017,,"ACCELERATION OF EXPIRATIONS/JUNE 2017 EXPIRATION"
41228,May-23-2017,May-24-2017,"DEVRY EDUCATION GROUP INC. - NAME/SYMBOL/CUSIP CHANGE OPTION SYMBOL: DV NEW SYMBOL: ATGE"
41227,May-23-2017,May-24-2017,"DEVRY EDUCATION GROUP INC. - NAME/SYMBOL/CUSIP CHANGE FUTURES SYMBOL: DV1D NEW SYMBOL: ATGE1D"
41226,May-23-2017,May-24-2017,"SUNSHINE HEART, INC. - NAME/SYMBOL/CUSIP CHANGE OPTION SYMBOL: SSH1 NEW SYMBOL: CHFS1"
41212,May-22-2017,May-23-2017,"MULTIPLE FLEX POSITION CONSOLIDATIONS EFFECTIVE DATE: 05/23/17"
41202,May-19-2017,,"MEMORIAL PRODUCTION PARTNERS LP - CONTRACT ADJUSTMENT OPTION SYMBOL: 5/5/17 - MEMPQ remains MEMPQ 5/8/17 - MEMPQ becomes MEMP1 DATE: 5/5/17 * * *SETTLEMENT UPDATE* * *"
41183,May-18-2017,May-19-2017,"MULTIPLE FLEX POSITION CONSOLIDATIONS EFFECTIVE DATE: 05/19/17"
41178,May-17-2017,,"ACCELERATION OF EXPIRATIONS/MAY 2017 EXPIRATION"
41167,May-15-2017,May-16-2017,"SILVER WHEATON CORPORATION - NAME/SYMBOL/CUSIP CHANGE OPTION SYMBOL: SLW/2SLW NEW SYMBOL: WPM/2WPM DATE: 05/16/17"
41166,May-15-2017,May-16-2017,"SILVER WHEATON CORPORATION - NAME/SYMBOL/CUSIP CHANGE FUTURES SYMBOL: SLW1D NEW SYMBOL: WPM1D DATE: 05/16/17"
41148,May-10-2017,May-11-2017,"TOKAI PHARMACEUTICALS, INC. - REVERSE SPLIT AND NAME/SYMBOL/CUSIP CHANGE OPTION SYMBOL: TKAI NEW SYMBOL: NVUS1 DATE: 05/11/17 * * * REPOST * * *"
41127,May-08-2017,,"MULTIPLE FLEX POSITION CONSOLIDATIONS EFFECTIVE DATE: 05/09/17 * * * REPOST * * *"
41115,May-05-2017,May-08-2017,"RADIO ONE, INC. - NAME/SYMBOL/CUSIP CHANGE OPTION SYMBOL: ROIAK NEW SYMBOL: UONEK"
41113,May-05-2017,May-05-2017,"MEMORIAL PRODUCTION PARTNERS LP - CONTRACT ADJUSTMENT OPTION SYMBOL: 5/5/17 - MEMPQ remains MEMPQ 5/8/17 - MEMPQ becomes MEMP1 DATE: 5/5/17 * * *UPDATE* * *"
41108,May-05-2017,May-05-2017,"MEMORIAL PRODUCTION PARTNERS LP - CONTRACT ADJUSTMENT OPTION SYMBOL: 5/5/17 - MEMPQ remains MEMPQ 5/8/17 - MEMPQ becomes MEMP1 DATE: 5/5/17"
41107,May-05-2017,May-05-2017,"PHARMATHENE, INC. - REVERSE SPLIT AND NAME/SYMBOL/CUSIP CHANGE OPTION SYMBOL: PIP NEW SYMBOL: ALT2 DATE: 05/05/17 * * * CORRECTION * * *"
41104,May-04-2017,May-05-2017,"PHARMATHENE, INC. - REVERSE SPLIT AND NAME/SYMBOL/CUSIP CHANGE OPTION SYMBOL: PIP NEW SYMBOL: ALT2 DATE: 05/05/17"
41103,May-04-2017,May-05-2017,"ADJUSTED PHARMATHENE, INC. - FURTHER ADJUSTMENT ADJUSTED OPTION SYMBOL: PIP1 NEW ADJUSTED OPTION SYMBOL: ALT1 DATE: 05/05/17"
41057,Apr-28-2017,May-02-2017,"SUNOCO LOGISTICS PARTNERS L.P. - NAME/SYMBOL/CUSIP CHANGE OPTION SYMBOL: 5/1/17 - SXL remains SXL 5/2/17 - SXL becomes ETP DATE: 05/02/17"
41056,Apr-28-2017,May-02-2017,"SUNOCO LOGISTICS PARTNERS L.P. - NAME/SYMBOL/CUSIP CHANGE FUTURES SYMBOL: 5/1/17 - SXL1D remains SXL1D 5/2/17 - SXL1D becomes ETP1D DATE: 05/02/17"
41053,Apr-28-2017,Apr-28-2017,"ENERGY TRANSFER PARTNERS, L.P. -ADJUSTMENT OPTION SYMBOLS: 4/28/17 - ETP remains ETP 5/1/17 - ETP becomes ETP1 4/28/17 - 1ETP remains 1ETP 5/1/17 - 1ETP becomes 1ETP1 FUTURES SYMBOLS: 4/28/17 - ETP1D remains ETP1D 5/1/17 - ETP1D becomes ETP2D"
41048,Apr-27-2017,Apr-28-2017,"MAST THERAPEUTICS, INC. - REVERSE SPLIT AND NAME/SYMBOL/CUSIP CHANGE OPTION SYMBOL: MSTX NEW SYMBOL: SVRA1 DATE: 04/28/17"
41042,Apr-26-2017,Apr-27-2017,"IAO KUN GROUP HOLDING COMPANY LIMITED - NAME/SYMBOL/CUSIP CHANGE OPTION SYMBOL: IKGH NEW SYMBOL: LINU DATE: 04/27/17"
41038,Apr-25-2017,Apr-26-2017,"MULTIPLE FLEX POSITION CONSOLIDATIONS EFFECTIVE DATE: 04/26/17"
41035,Apr-24-2017,Apr-25-2017,"MULTIPLE FLEX POSITION CONSOLIDATIONS EFFECTIVE DATE: 04/25/17"
41012,Apr-19-2017,,"ACCELERATION OF EXPIRATIONS/APRIL 2017 EXPIRATION"
40991,Apr-13-2017,,"ENERGY TRANSFER PARTNERS, L.P. - ANTICIPATED ADJUSTMENT OPTION SYMBOL: ETP/1ETP NEW SYMBOL: ETP1/1ETP1 FUTURES SYMBOL: ETP1D NEW SYMBOL: ETP2D"
40975,Apr-10-2017,Apr-11-2017,"MULTIPLE FLEX POSITION CONSOLIDATIONS EFFECTIVE DATE: 04/11/17"
40962,Apr-05-2017,Apr-06-2017,"MELCO CROWN ENTERTAINMENT LIMITED - NAME/SYMBOL CHANGE OPTION SYMBOLS: MPEL/MPEL1 NEW SYMBOLS: MLCO/MLCO1 DATE: 04/06/17"
40961,Apr-05-2017,Apr-06-2017,"MELCO CROWN ENTERTAINMENT LIMITED - SYMBOL CHANGE FUTURE SYMBOLS: MPEL1C/MPEL1D NEW SYMBOLS: MLCO1C/MLCO1D DATE: 04/06/17"
40960,Apr-05-2017,Apr-06-2017,"TASER INTERNATIONAL, INC. - NAME/SYMBOL/CUSIP CHANGE FUTURES SYMBOL: TASR1D NEW SYMBOL: AAXN1D"
