number,post date,ex/eff date, title
47661,Oct-01-2020,Oct-02-2020,"S&P 500 INDEX PM/EURO - FLEX POSITION CONSOLIDATIONS OPTION SYMBOL: 4SPX"
47654,Sep-30-2020,Oct-01-2020,"SPY OPTIONS - FLEX POSITION CONSOLIDATIONS  OPTION SYMBOL: 1SPY  "
47651,Sep-29-2020,Sep-30-2020,"GRAF INDUSTRIAL CORPORATION - NAME/SYMBOL/CUSIP CHANGE OPTION SYMBOL: GRAF NEW SYMBOL: VLDR      "
47649,Sep-29-2020,Sep-30-2020,"MULTIPLE FLEX POSITION CONSOLIDATIONS  "
47644,Sep-28-2020,Sep-29-2020,"S&P 500 INDEX PM/EURO - FLEX POSITION CONSOLIDATIONS OPTION SYMBOL: 4SPX"
47638,Sep-25-2020,Sep-28-2020,"MULTIPLE FLEX POSITION CONSOLIDATIONS"
47634,Sep-24-2020,Sep-25-2020,"MULTIPLE FLEX POSITION CONSOLIDATIONS"
47629,Sep-23-2020,Sep-24-2020,"SPY OPTIONS - FLEX POSITION CONSOLIDATION OPTION SYMBOL: 1SPY  "
47615,Sep-22-2020,Sep-23-2020,"EROS INTERNATIONAL PLC - NAME/SYMBOL CHANGE OPTION SYMBOL: EROS NEW SYMBOL: ESGC  "
47614,Sep-22-2020,Sep-23-2020,"MULTIPLE FLEX POSITION CONSOLIDATIONS"
47610,Sep-21-2020,Sep-22-2020,"MULTIPLE FLEX POSITION CONSOLIDATIONS  "
47598,Sep-18-2020,Sep-21-2020,"MULTIPLE FLEX POSITION CONSOLIDATIONS  "
47593,Sep-17-2020,Sep-18-2020,"MULTIPLE FLEX POSITION CONSOLIDATIONS"
47586,Sep-16-2020,,"ACCELERATION OF EXPIRATIONS/SEPTEMBER 2020 EXPIRATION"
47584,Sep-15-2020,Sep-16-2020,"RESTORBIO, INC. - REVERSE SPLIT AND NAME/SYMBOL/CUSIP CHANGE OPTION SYMBOL: TORC NEW SYMBOL: ACET1  "
47582,Sep-15-2020,Sep-16-2020,"S&P 500 MINI INDEX PM/EURO - FLEX POSITION CONSOLIDATIONS OPTION SYMBOL: 4XSP  "
47573,Sep-14-2020,Sep-15-2020,"MULTIPLE FLEX POSITION CONSOLIDATIONS  "
47569,Sep-11-2020,Sep-14-2020,"MULTIPLE FLEX POSITION CONSOLIDATIONS  "
47563,Sep-10-2020,Sep-11-2020,"MULTIPLE FLEX POSITION CONSOLIDATIONS"
47557,Sep-09-2020,Sep-10-2020,"S&P 500 INDEX PM/EURO - FLEX POSITION CONSOLIDATIONS OPTION SYMBOL: 4SPX  "
47552,Sep-08-2020,Sep-09-2020,"MULTIPLE FLEX POSITION CONSOLIDATIONS  "
47548,Sep-04-2020,Sep-08-2020,"ADJUSTED MENLO THERAPEUTICS INC. - NAME/SYMBOL/CUSIP CHANGE OPTION SYMBOL: MNLO1 NEW SYMBOL: VYNE1  "
47544,Sep-04-2020,Sep-08-2020,"S&P 500 INDEX PM/EURO - FLEX POSITION CONSOLIDATION OPTION SYMBOL: 4SPX  "
47535,Sep-03-2020,Sep-04-2020,"S&P 500 INDEX PM/EURO - FLEX POSITION CONSOLIDATIONS OPTION SYMBOL: 4SPX  "
47528,Sep-02-2020,Sep-03-2020,"SMARTSHEET INC. - FLEX POSITION CONSOLIDATION OPTION SYMBOL: 1SMAR  "
47521,Sep-01-2020,Sep-02-2020,"S&P 500 INDEX PM/EURO - FLEX POSITION CONSOLIDATIONS OPTION SYMBOL: 4SPX"
47514,Aug-31-2020,Sep-01-2020,"S&P 500 INDEX PM/EURO - FLEX POSITION CONSOLIDATIONS OPTION SYMBOL: 4SPX  "
47506,Aug-28-2020,Aug-31-2020,"FAR POINT ACQUISITION CORPORATION - NAME/SYMBOL/CUSIP CHANGE  OPTION SYMBOL: FPAC  NEW SYMBOL: GB"
47505,Aug-28-2020,Aug-31-2020,"COLLIER CREEK HOLDINGS - NAME/SYMBOL/CUSIP CHANGE  OPTION SYMBOL: CCH  NEW SYMBOL: UTZ  "
47504,Aug-28-2020,Aug-31-2020,"MULTIPLE FLEX POSITION CONSOLIDATIONS"
47498,Aug-27-2020,Aug-28-2020,"MULTIPLE FLEX POSITION CONSOLIDATIONS  "
47493,Aug-26-2020,Aug-27-2020,"SPY OPTIONS - FLEX POSITION CONSOLIDATION  OPTION SYMBOL: 1SPY"
47484,Aug-24-2020,Aug-25-2020,"ONEOK, INC. - FLEX POSITION CONSOLIDATION  OPTION SYMBOL: 1OKE  "
47474,Aug-21-2020,Aug-24-2020,"S&P 500 MINI INDEX PM/EURO - FLEX POSITION CONSOLIDATIONS OPTION SYMBOL: 4XSP  "
47466,Aug-20-2020,Aug-21-2020,"MULTIPLE FLEX POSITION CONSOLIDATIONS  "
47460,Aug-19-2020,,"ACCELERATION OF EXPIRATIONS/AUGUST 2020 EXPIRATION  "
47453,Aug-18-2020,Aug-19-2020,"MULTIPLE FLEX POSITION CONSOLIDATIONS  "
47441,Aug-14-2020,Aug-17-2020,"MULTIPLE FLEX POSITION CONSOLIDATIONS"
47437,Aug-13-2020,Aug-14-2020,"MULTIPLE FLEX POSITION CONSOLIDATIONS  "
47430,Aug-11-2020,Aug-12-2020,"S&P 500 MINI INDEX PM/EURO - FLEX POSITION CONSOLIDATIONS OPTION SYMBOL: 4XSP  "
47406,Aug-07-2020,Aug-10-2020,"MULTIPLE FLEX POSITION CONSOLIDATIONS"
47401,Aug-06-2020,Aug-07-2020,"S&P 500 INDEX PM/EURO - FLEX POSITION CONSOLIDATIONS OPTION SYMBOL: 4SPX  "
47375,Aug-03-2020,Aug-04-2020,"S&P 500 INDEX PM/EURO - FLEX POSITION CONSOLIDATIONS    "
47366,Jul-31-2020,Aug-03-2020,"THL CREDIT, INC. - NAME/SYMBOL/CUSIP CHANGE FUTURES SYMBOL: TCRD1D NEW SYMBOL: FCRD1D  "
47365,Jul-31-2020,Aug-03-2020,"THL CREDIT, INC. - NAME/SYMBOL/CUSIP CHANGE OPTION SYMBOL: TCRD NEW SYMBOL: FCRD  "
47358,Jul-30-2020,Jul-31-2020,"MULTIPLE FLEX POSITION CONSOLIDATIONS  "
47349,Jul-28-2020,Jul-29-2020,"S&P 500 MINI INDEX PM/EURO - FLEX POSITION CONSOLIDATIONS OPTION SYMBOL: 4XSP  "
47338,Jul-23-2020,Jul-24-2020,"S&P 500 INDEX PM/EURO - FLEX POSITION CONSOLIDATIONS OPTION SYMBOL: 4SPX"
47335,Jul-22-2020,Jul-21-2020,"CAESARS ENTERTAINMENT CORPORATION (ELECTION MERGER) - CASH SETTLEMENT/ACCELERATION OF MATURITIES/DETERMINATION OF NON-ELECTING MERGER CONSIDERATION FUTURES SYMBOL: CZR1D NEW SYMBOL: CZR2D"
47334,Jul-22-2020,Jul-21-2020,"CAESARS ENTERTAINMENT CORPORATION (ELECTION MERGER) - CASH SETTLEMENT/ACCELERATION OF EXPIRATIONS/DETERMINATION OF NON-ELECTING MERGER CONSIDERATION OPTION SYMBOLS: CZR/1CZR NEW SYMBOLS: CZR1/1CZR1"
47333,Jul-22-2020,Jul-23-2020,"RTI SURGICAL HOLDINGS, INC. - NAME/SYMBOL/CUSIP CHANGE  OPTION SYMBOL: RTIX  NEW SYMBOL: SRGA  "
47332,Jul-22-2020,Jul-23-2020,"THE ROYAL BANK OF SCOTLAND GROUP PLC - NAME/SYMBOL/CSUIP CHANGE  FUTURES SYMBOL: RBS1D  NEW SYMBOL: NWG1D  "
47331,Jul-22-2020,Jul-23-2020,"THE ROYAL BANK OF SCOTLAND GROUP PLC - NAME/SYMBOL/CUSIP CHANGE  OPTION SYMBOLS: RBS/1RBS  NEW SYMBOLS: NWG/1NWG  "
47325,Jul-21-2020,Jul-22-2020,"MULTIPLE FLEX POSITION CONSOLIDATIONS  "
47321,Jul-20-2020,Jul-21-2020,"ELDORADO RESORTS, INC. - NAME/SYMBOL/CUSIP CHANGE OPTION SYMBOL: ERI NEW SYMBOL: CZR  "
47320,Jul-20-2020,Jul-21-2020,"CAESARS ENTERTAINMENT CORPORATION (ELECTION MERGER) - CONTRACT ADJUSTMENT OPTION SYMBOLS: CZR/1CZR NEW SYMBOLS: CZR1/1CZR1 FUTURES SYMBOL: CZR1D NEW SYMBOL: CZR2D"
47319,Jul-20-2020,Jul-21-2020,"MULTIPLE FLEX POSITION CONSOLIDATIONS  "
47313,Jul-17-2020,Jul-20-2020,"CHINA RAPID FINANCE LIMITED - NAME/SYMBOL/CUSIP CHANGE  OPTION SYMBOL: XRF  NEW SYMBOL: SOS  "
47311,Jul-17-2020,Jul-20-2020,"MULTIPLE FLEX POSITION CONSOLIDATIONS  "
47300,Jul-16-2020,Jul-17-2020,"MULTIPLE FLEX POSITION CONSOLIDATIONS  "
47293,Jul-15-2020,,"ACCELERATION OF EXPIRATIONS/JULY 2020 EXPIRATION"
47292,Jul-15-2020,Jul-16-2020,"AMERICAN AIRLINES GROUP INC - FLEX POSITION CONSOLIDATION OPTIONS SYMBOL: 1AAL  "
47288,Jul-14-2020,Jul-15-2020,"MULTIPLE FLEX POSITION CONSOLIDATIONS  "
47276,Jul-10-2020,Jul-13-2020,"MULTIPLE FLEX POSITION CONSOLIDATIONS  "
47274,Jul-09-2020,,"CAESARS ENTERTAINMENT CORPORATION (ELECTION MERGER) - ANTICIPATED ADJUSTMENT OPTION SYMBOL: CZR NEW SYMBOL: CZR1 FUTURES SYMBOL: CZR1D NEW SYMBOL: CZR2D * * * UPDATE * * *"
47273,Jul-09-2020,Jul-10-2020,"S&P 500 INDEX PM/EURO - FLEX POSITION CONSOLIDATIONS OPTION SYMBOL: 4SPX"
47266,Jul-07-2020,Jul-13-2020,"POLYONE CORPORATION - NAME/SYMBOL/CUSIP CHANGE OPTION SYMBOL: POL NEW SYMBOL: AVNT  "
47262,Jul-07-2020,Jul-08-2020,"S&P 500 INDEX PM/EURO - FLEX POSITION CONSOLIDATIONS OPTION SYMBOL: 4SPX"
47259,Jul-06-2020,Jul-07-2020,"CATASYS, INC. - NAME/SYMBOL/CUSIP CHANGE  OPTION SYMBOL: CATS  NEW SYMBOL: OTRK  "
47254,Jul-02-2020,Jul-06-2020,"INTL FCSTONE INC. - NAME/SYMBOL/CUSIP CHANGE OPTION SYMBOL: INTL NEW SYMBOL: SNEX  "
47253,Jul-02-2020,Jul-06-2020,"COVENANT TRANSPORTATION GROUP, INC. - NAME/SYMBOL CHANGE OPTION SYMBOL: CVTI NEW SYMBOL: CVLG  "
47249,Jul-02-2020,Jul-06-2020,"S&P 500 INDEX PM/EURO - FLEX POSITION CONSOLIDATIONS OPTION SYMBOL: 4SPX  "
47231,Jun-30-2020,Jul-01-2020,"THE RUBICON PROJECT, INC. - NAME/SYMBOL/CUSIP CHANGE OPTION SYMBOLS: RUBI/1RUBI/RUBI1/1RUBI1"
47230,Jun-30-2020,Jul-01-2020,"OFFICE DEPOT, INC. - REVERSE SPLIT AND NAME CHANGE FUTURES SYMBOL: ODP1D NEW SYMBOL: ODP2D"
47229,Jun-30-2020,Jul-01-2020,"OFFICE DEPOT, INC. - REVERSE SPLIT AND NAME CHANGE OPTION SYMBOL: ODP NEW SYMBOL: ODP1  "
47227,Jun-30-2020,Jul-01-2020,"MULTIPLE FLEX POSITION CONSOLIDATIONS"
47219,Jun-29-2020,Jun-30-2020,"AVITA MEDICAL LIMITED - REVERSE SPLIT AND NAME/CUSIP CHANGE OPTION SYMBOL: RCEL NEW SYMBOL: RCEL1"
47202,Jun-26-2020,Jun-29-2020,"S&P 500 MINI INDEX PM/EURO - FLEX POSITION CONSOLIDATIONS OPTION SYMBOL: 4XSP"
47195,Jun-25-2020,Jun-26-2020,"MULTIPLE FLEX POSITION CONSOLIDATIONS"
47176,Jun-23-2020,Jun-24-2020,"MULTIPLE FLEX POSITION CONSOLIDATIONS"
47174,Jun-22-2020,Jun-23-2020,"S&P 500 INDEX PM/EURO - FLEX POSITION CONSOLIDATIONS OPTION SYMBOL: 4SPX"
47166,Jun-19-2020,Jun-22-2020,"FIRST DEFIANCE FINANCIAL CORPORATION - NAME/SYMBOL/CUSIP CHANGE OPTION SYMBOL: FDEF NEW SYMBOL: PFC"
47165,Jun-19-2020,Jun-22-2020,"MULTIPLE FLEX POSITION CONSOLIDATIONS"
47161,Jun-18-2020,Jun-19-2020,"MULTIPLE FLEX POSITION CONSOLIDATIONS"
47149,Jun-17-2020,,"ACCELERATION OF EXPIRATIONS/JUNE 2020 EXPIRATION"
47143,Jun-16-2020,Jun-17-2020,"MULTIPLE FLEX POSITION CONSOLIDATIONS EFFECTIVE DATE: 6/17/20"
47136,Jun-15-2020,Jun-16-2020,"TOCAGEN INC. - REVERSE SPLIT AND NAME/SYMBOL/CUSIP CHANGE OPTION SYMBOL: TOCA NEW SYMBOL: FBRX1 Effective date: 6/16/20"
47133,Jun-15-2020,Jun-16-2020,"MULTIPLE FLEX POSITION CONSOLIDATIONS"
47128,Jun-12-2020,Jun-15-2020,"MULTIPLE FLEX POSITION CONSOLIDATIONS"
47123,Jun-11-2020,Jun-12-2020,"ERA GROUP INC. -  REVERSE SPLIT AND NAME/SYMBOL/CUSIP CHANGE OPTION SYMBOL: ERA NEW SYMBOL: VTOL1"
47122,Jun-11-2020,Jun-12-2020,"VERMILLION, INC. - NAME/SYMBOL/CUSIP CHANGE OPTION SYMBOL: VRML NEW SYMBOL: AWH"
47120,Jun-11-2020,Jun-12-2020,"S&P 500 INDEX PM/EURO - FLEX POSITION CONSOLIDATIONS OPTION SYMBOL: 4SPX"
47107,Jun-09-2020,Jun-10-2020,"S&P 500 INDEX PM/EURO - FLEX POSITION CONSOLIDATIONS OPTION SYMBOL: 4SPX"
47097,Jun-08-2020,Jun-09-2020,"MFA FINANCIAL, INC. - FLEX POSITION CONSOLIDATION OPTION SYMBOL: 1MFA"
47091,Jun-05-2020,Jun-08-2020,"MULTIPLE FLEX POSITION CONSOLIDATIONS"
47087,Jun-04-2020,Jun-05-2020,"MULTIPLE FLEX POSITION CONSOLIDATIONS * * * CORRECTION * * *"
47083,Jun-03-2020,Jun-04-2020,"APERGY CORPORATION - NAME/SYMBOL/CUSIP CHANGE OPTION SYMBOLS: APY/2APY NEW SYMBOLS: CHX/2CHX"
47081,Jun-03-2020,Jun-04-2020,"VECTOIQ ACQUISITION CORPORATION - NAME/SYMBOL/CUSIP CHANGE OPTION SYMBOL: VTIQ NEW SYMBOL: NKLA"
47079,Jun-02-2020,Jun-01-2020,"TIVO CORPORATION - CONTRACT ADJUSTMENT OPTION SYMBOL:6/1/20 - TIVO remained TIVO 6/2/20 - TIVO became XPER1 FUTURES SYMBOL: 6/1/20 - TIVO1D remained TIVO1D  6/2/20 - TIVO1D became TIVO2D * * * SETTLEMENT UPDATE * * *"
47074,Jun-01-2020,Jun-01-2020,"TIVO CORPORATION - CONTRACT ADJUSTMENT OPTION SYMBOL: 6/1/20 - TIVO remains TIVO 6/2/20 - TIVO becomes XPER1 FUTURES SYMBOL: 6/1/20 - TIVO1D remains TIVO1D 6/2/20 - TIVO1D becomes TIVO2D * * * SETTLEMENT UPDATE * * *"
47066,May-29-2020,Jun-01-2020,"SPARTAN MOTORS, INC. - NAME/SYMBOL/CUSIP CHANGE OPTION SYMBOL: SPAR NEW SYMBOL: SHYF"
47065,May-29-2020,Jun-01-2020,"AMERICAN OUTDOOR BRANDS CORPORATION - NAME/SYMBOL/CUSIP CHANGE FUTURES SYMBOL: AOBC1D NEW SYMBOL: SWBI1D"
47064,May-29-2020,Jun-01-2020,"AMERICAN OUTDOOR BRANDS CORPORATION - NAME/SYMBOL/CUSIP CHANGE OPTION SYMBOL: AOBC NEW SYMBOL: SWBI"
47062,May-29-2020,Jun-01-2020,"S&P 500 MINI INDEX PM/EURO - FLEX POSITION CONSOLIDATIONS OPTION SYMBOL: 4XSP"
47056,May-28-2020,May-29-2020,"ZAFGEN, INC. - REVERSE SPLIT AND NAME/SYMBOL/CUSIP CHANGE OPTION SYMBOL: ZFGN NEW SYMBOL: LRMR1"
47052,May-28-2020,May-29-2020,"MULTIPLE FLEX POSITION CONSOLIDATIONS"
47042,May-26-2020,May-27-2020,"CONATUS PHARMACEUTICALS INC. - REVERSE SPLIT AND NAME/SYMBOL/CUSIP CHANGE OPTION SYMBOL: CNAT NEW SYMBOL: HSTO1"
47040,May-26-2020,May-27-2020,"MULTIPLE FLEX POSITION CONSOLIDATIONS"
47038,May-22-2020,,"MOBILE MINI, INC. - ANTICIPATED ADJUSTMENT OPTION SYMBOL: MINI NEW SYMBOL: to be determined"
47034,May-22-2020,May-26-2020,"MULTIPLE FLEX POSITION CONSOLIDATIONS"
47031,May-21-2020,May-22-2020,"MULTIPLE FLEX POSITION CONSOLIDATIONS"
47024,May-20-2020,May-21-2020,"S&P 500 MINI INDEX PM/EURO - FLEX POSITION CONSOLIDATION OPTION SYMBOL: 4XSP * * * REPOST * * *"
47014,May-19-2020,May-20-2020,"MULTIPLE FLEX POSITION CONSOLIDATIONS"
47005,May-18-2020,May-19-2020,"MULTIPLE FLEX POSITION CONSOLIDATIONS"
46999,May-15-2020,,"ECOLAB INC. - PARTIAL EXCHANGE OFFER OPTION SYMBOLS: ECL/2ECL FUTURES SYMBOL: ECL1D"
46995,May-15-2020,May-18-2020,"MULTIPLE FLEX POSITION CONSOLIDATIONS"
46990,May-14-2020,May-15-2020,"MULTIPLE FLEX POSITION CONSOLIDATIONS"
46981,May-13-2020,,"ACCELERATION OF EXPIRATIONS/MAY 2020 EXPIRATION"
46973,May-12-2020,May-13-2020,"S&P 500 INDEX PM/EURO - FLEX POSITION CONSOLIDATIONS OPTION SYMBOL: 4SPX"
46967,May-11-2020,May-12-2020,"S&P 500 INDEX PM/EURO - FLEX POSITION CONSOLIDATIONS OPTION SYMBOL: 4SPX"
46958,May-08-2020,May-11-2020,"CUI GLOBAL, INC. - NAME/SYMBOL/CUSIP CHANGE OPTION SYMBOL: CUI NEW SYMBOL: OEG"
46957,May-08-2020,May-11-2020,"S&P 500 MINI INDEX PM/EURO - FLEX POSITION  CONSOLIDATIONS OPTION SYMBOL: 4XSP"
46952,May-07-2020,May-08-2020,"MULTIPLE FLEX POSITION CONSOLIDATIONS"
46940,May-05-2020,May-06-2020,"S&P 500 MINI INDEX PM/EURO - FLEX POSITION CONSOLIDATIONS OPTION SYMBOL: 4XSP"
46937,May-04-2020,May-05-2020,"S&P 500 INDEX PM/EURO - FLEX POSITION CONSOLIDATIONS OPTION SYMBOL: 4SPX"
46936,May-04-2020,May-05-2020,"ASANKO GOLD INC. - NAME/SYMBOL/CUSIP CHANGE OPTION SYMBOL: AKG NEW SYMBOL: GAU"
46932,May-01-2020,May-04-2020,"INNOVATE BIOPHARMACEUTICALS, INC. - NAME/SYMBOL/CUSIP CHANGE OPTION SYMBOL: INNT NEW SYMBOL: NMTR"
46923,May-01-2020,May-04-2020,"MULTIPLE FLEX POSITION CONSOLIDATIONS"
46920,Apr-30-2020,May-01-2020,"MULTIPLE FLEX POSITION CONSOLIDATIONS"
46916,Apr-29-2020,May-01-2020,"VANECK VECTORS INDIA SMALL-CAP INDEX ETF - NAME/SYMBOL CHANGE OPTION SYMBOL: SCIF NEW SYMBOL: GLIN"
46915,Apr-29-2020,May-01-2020,"VANECK VECTORS CHINAAMC CSI 300 ETF - NAME/SYMBOL CHANGE OPTION SYMBOL: PEK NEW SYMBOL: GLCN"
46904,Apr-28-2020,Apr-29-2020,"S&P 500 MINI INDEX PM/EURO - FLEX POSITION CONSOLIDATIONS OPTION SYMBOL: 4XSP"
46891,Apr-24-2020,Apr-27-2020,"S&P 500 MINI INDEX PM/EURO - FLEX POSITION CONSOLIDATION OPTION SYMBOL: 4XSP"
46886,Apr-23-2020,Apr-24-2020,"DIAMOND EAGLE ACQUISITION CORPORATION - NAME/SYMBOL/CUSIP CHANGE OPTION SYMBOL: DEAC NEW SYMBOL: DKNG"
46885,Apr-23-2020,Apr-24-2020,"MULTIPLE FLEX POSITION CONSOLIDATIONS"
46873,Apr-22-2020,Apr-23-2020,"SPDR GOLD SHARES - FLEX POSITION CONSOLIDATION OPTION SYMBOL: 1GLD"
46858,Apr-21-2020,Apr-22-2020,"MULTIPLE FLEX POSITION CONSOLIDATIONS"
46855,Apr-20-2020,Apr-21-2020,"MULTIPLE FLEX POSITION CONSOLIDATIONS"
46832,Apr-16-2020,Apr-17-2020,"PAN AMERICAN SILVER CORPORATION - FLEX POSITION CONSOLIDATION OPTION SYMBOL: 1PAAS"
46822,Apr-15-2020,,"ACCELERATION OF EXPIRATIONS/APRIL 2020 EXPIRATION"
46821,Apr-15-2020,Apr-16-2020,"MULTIPLE FLEX POSITION CONSOLIDATIONS"
46806,Apr-14-2020,Apr-20-2020,"THE MADISON SQUARE GARDEN COMPANY - DISTRIBUTION/NAME/SYMBOL CHANGE OPTION SYMBOL: MSG NEW SYMBOL: MSGS1 FUTURES SYMBOL: MSG1D NEW SYMBOL: MSGS2D"
46797,Apr-14-2020,Apr-15-2020,"S&P 500 INDEX PM/EURO - FLEX POSITION CONSOLIDATION OPTION SYMBOL: 4SPX"
46790,Apr-13-2020,Apr-14-2020,"MULTIPLE FLEX POSITION CONSOLIDATIONS"
46777,Apr-09-2020,Apr-13-2020,"MULTIPLE FLEX POSITION CONSOLIDATIONS"
46774,Apr-08-2020,Apr-09-2020,"S&P 500 MINI INDEX PM/EURO - FLEX POSITION CONSOLIDATIONS OPTION SYMBOL: 4XSP"
46754,Apr-07-2020,Apr-08-2020,"S&P 500 INDEX PM/EURO - FLEX POSITION CONSOLIDATIONS OPTION SYMBOL: 4SPX"
46732,Apr-03-2020,Apr-06-2020,"S&P 500 INDEX PM/EURO - FLEX POSITION CONSOLIDATION OPTION SYMBOL: 4SPX"
46731,Apr-03-2020,Apr-03-2020,"RAYTHEON COMPANY - CONTRACT ADJUSTMENT OPTION SYMBOLS: 4/3/20 - RTN/1RTN/2RTN remain RTN/1RTN/2RTN 4/6/20 - RTN/1RTN/2RTN become RTX2/1RTX2/2RTX2 FUTURES SYMBOLS: 4/3/20 - RTN1D remains RTN1D 4/6/20 - RTN1D becomes RTN2D"
46728,Apr-02-2020,Apr-03-2020,"ADJUSTED ROCKWELL COLLINS, INC. - FURTHER ADJUSTMENT ADJUSTED OPTION SYMBOL: UTX1 NEW ADJUSTED SYMBOL: RTX1 * * * UPDATE * * *"
46727,Apr-02-2020,Apr-03-2020,"UNITED TECHNOLOGIES CORPORATION - DISTRIBUTION OPTION SYMBOLS: UTX/2UTX NEW SYMBOLS: RTX3/2RTX3 FUTURES SYMBOLS: UTX1D/UTX1I/UTX1J/UTX1K/UTX1F/UTX1M/UTX1T/UTX2W/UTX2H NEW SYMBOLS: RTX2D/RTX2I/RTX2J/RTX2K/RTX6F/RTX6M/RTX6T/RTX6W/RTX6H * * * UPDATE * * *"
46726,Apr-02-2020,Apr-03-2020,"S&P 500 INDEX PM/EURO - FLEX POSITION CONSOLIDATION OPTION SYMBOL: 4SPX"
46712,Mar-31-2020,Apr-01-2020,"ARCONIC INC. - DISTRIBUTION/NAME/SYMBOL/ CUSIP CHANGE OPTION SYMBOL: ARNC NEW SYMBOL: HWM1 FUTURES SYMBOLS: ARNC1D NEW SYMBOLS: HWM2D * * * UPDATE * * *"
46700,Mar-27-2020,Mar-30-2020,"S&P 500 MINI INDEX PM/EURO - FLEX POSITION CONSOLIDATION"
46677,Mar-24-2020,Mar-25-2020,"S&P 500 MINI INDEX PM/EURO - FLEX POSITION CONSOLIDATION OPTION SYMBOL: 4XSP"
46665,Mar-23-2020,Mar-24-2020,"MULTIPLE FLEX POSITION CONSOLIDATIONS"
46638,Mar-18-2020,Mar-19-2020,"NEWLINK GENETICS CORPORATION - REVERSE SPLIT AND NAME/SYMBOL/CUSIP CHANGE FUTURES SYMBOL: NLNK1D NEW SYMBOL: LUMO2D"
46637,Mar-18-2020,Mar-19-2020,"NEWLINK GENETICS CORPORATION - REVERSE SPLIT AND NAME/SYMBOL/CUSIP CHANGE OPTION SYMBOL: NLNK NEW SYMBOL: LUMO1"
46635,Mar-18-2020,,"ACCELERATION OF EXPIRATIONS/MARCH 2020 EXPIRATION"
46633,Mar-17-2020,Apr-01-2020,"ARCONIC INC. - DISTRIBUTION AND NAME/SYMBOL/ CUSIP CHANGE OPTION SYMBOL: ARNC NEW SYMBOL: HWM1 FUTURES SYMBOL: ARNC1D NEW SYMBOL: HWM2D"
46624,Mar-16-2020,Mar-17-2020,"MULTIPLE FLEX POSITION CONSOLIDATIONS"
46614,Mar-13-2020,Mar-16-2020,"MULTIPLE FLEX POSITION CONSOLIDATIONS"
46609,Mar-12-2020,Mar-13-2020,"S&P 500 INDEX PM/EURO - FLEX POSITION CONSOLIDATIONS OPTION SYMBOL: 4SPX"
46607,Mar-11-2020,Mar-12-2020,"MULTIPLE FLEX POSITION CONSOLIDATIONS"
46604,Mar-10-2020,Mar-11-2020,"MULTIPLE FLEX POSITION CONSOLIDATIONS"
46600,Mar-09-2020,Mar-10-2020,"NANOSTRING TECHNOLOGIES, INC. - FLEX POSITION CONSOLIDATION OPTION SYMBOL: 1NSTG"
46588,Mar-06-2020,Mar-09-2020,"MULTIPLE FLEX POSITION CONSOLIDATIONS"
46586,Mar-05-2020,Mar-06-2020,"HEALTH INSURANCE INNOVATIONS, INC. - NAME/SYMBOL/CUSIP CHANGE OPTION SYMBOL: HIIQ NEW SYMBOL: BFYT"
46583,Mar-05-2020,Mar-06-2020,"MULTIPLE FLEX POSITION CONSOLIDATIONS"
46581,Mar-04-2020,Mar-05-2020,"MULTIPLE FLEX POSITION CONSOLIDATIONS"
46576,Mar-03-2020,Mar-04-2020,"MULTIPLE FLEX POSITION CONSOLIDATIONS"
46571,Mar-02-2020,Mar-03-2020,"MULTIPLE FLEX POSITION CONSOLIDATIONS"
46570,Mar-02-2020,Mar-03-2020,"COTT CORPORATION - NAME/SYMBOL/CUSIP CHANGE OPTION SYMBOL: COT NEW SYMBOL: PRMW"
46568,Mar-02-2020,Mar-02-2020,"PRIMO WATER CORPORATION - CONTRACT ADJUSTMENT OPTION SYMBOL: 3/2/20 - PRMW remains PRMW 3/3/20 - PRMW becomes PRMW1"
46565,Feb-28-2020,Mar-02-2020,"INGERSOLL-RAND PLC - DISTRIBUTION AND NAME/ SYMBOL/CUSIP CHANGE OPTION SYMBOLS: IR/2IR NEW SYMBOLS: TT1/2TT1 FUTURES SYMBOL: IR1D NEW SYMBOL: TT2D DATE: 3/2/20 *** UPDATE ***"
46564,Feb-28-2020,Mar-02-2020,"INGERSOLL-RAND PLC - DISTRIBUTION AND NAME/ SYMBOL/CUSIP CHANGE OPTION SYMBOLS: IR/2IR NEW SYMBOLS: TT1/2TT1 FUTURES SYMBOL: IR1D NEW SYMBOL: TT2D *** UPDATE ***"
46562,Feb-28-2020,Mar-02-2020,"GARDNER DENVER HOLDINGS, INC. - NAME/SYMBOL/CUSIP CHANGE OPTION SYMBOL: GDI NEW SYMBOL: IR"
46555,Feb-28-2020,Mar-02-2020,"MULTIPLE FLEX POSITION CONSOLIDATIONS"
46551,Feb-27-2020,,"GARDNER DENVER HOLDINGS, INC. - ANTICIPATED NAME/SYMBOL/CUSIP CHANGE OPTION SYMBOL: GDI NEW SYMBOL: IR"
46550,Feb-27-2020,Feb-28-2020,"SEASPAN CORPORATION - NAME/SYMBOL/CUSIP CHANGE FUTURES SYMBOL: SSW1D NEW SYMBOL: ATCO1D"
46549,Feb-27-2020,Feb-28-2020,"SEASPAN CORPORATION - NAME/SYMBOL/CUSIP CHANGE OPTION SYMBOL: SSW NEW SYMBOL: ATCO"
46546,Feb-27-2020,Feb-28-2020,"MULTIPLE FLEX POSITION CONSOLIDATIONS"
